Pricing effective 8/2/2026. Last data refresh 8/4/2026 3:03 AM Pacific,,,,,,,,,,,,,,
Item Number,Description,MSRP,Today's Non-Dealer Price,Today's Non-Dealer Ship Cost,Dealer Price,Dealer Shipping Cost,Dealer MAP,Item Status,Discontinued,Brand,Country of Origin,UPC,Ship Type,Price Notes
P08531816-8,FLUTED PIVOT PIN,$12.35,$12.35,See Chart,$8.65,See Chart,,Available,FALSE,,TW,632414617637,Parcel,
P08531816-9,HOLD-DOWN BRACKET,$90.85,$90.85,See Chart,$63.60,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531828,MITER FENCE BRACKET,$43.30,$43.30,See Chart,$30.31,See Chart,,Available,FALSE,,TW,632414548023,Parcel,
P08531829,FENDER WASHER 8 X 30MM,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414548030,Parcel,
P08531831,C-BRACKET,$34.80,$34.80,See Chart,$24.36,See Chart,,Available,FALSE,,TW,632414548047,Parcel,
P08531832,"KNOB BOLT M8-1.25 X 16, 6-LOBE, D22",$9.45,$9.45,See Chart,$6.62,See Chart,,Available,FALSE,,TW,632414535221,Parcel,
P08531833,"KNOB M10-1.5, 12-LOBE, 60D",$13.70,$13.70,See Chart,$9.59,See Chart,,Available,FALSE,,TW,632414548054,Parcel,
P08531834,PIN 5 X 20,$2.90,$2.90,See Chart,$2.03,See Chart,,Available,TRUE,,TW,632414548061,Parcel,
P08531835,SHAFT,$19.30,$19.30,See Chart,$13.51,See Chart,,Available,FALSE,,TW,632414548078,Parcel,
P08531837,SET SCREW M8-1.25 X 25 NYLON,$8.55,$8.55,See Chart,$5.99,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531838,FENDER WASHER 12 X 30 X 2.5MM,$3.45,$3.45,See Chart,$2.42,See Chart,,Available,FALSE,,TW,632414535238,Parcel,
P08531841,PUSH HANDLE ASSEMBLY,$54.50,$54.50,See Chart,$38.15,See Chart,,Available,FALSE,,TW,690550052071,Parcel,
P08531841-2,MOUNTING BRACKET,$35.85,$35.85,See Chart,$25.10,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531841-3,HANDLE,$22.60,$22.60,See Chart,$15.82,See Chart,,Available,FALSE,,TW,632414535245,Parcel,
P08531841-4,PLUG,$3.05,$3.05,See Chart,$2.14,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531841-5,TAP SCREW M4 X 30,$4.05,$4.05,See Chart,$2.84,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531841-6,"KNOB BOLT M10-1.5 X 16, 4-LOBE, D30",$8.55,$8.55,See Chart,$5.99,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531851,EDGE SHOE ASSEMBLY,$55.65,$55.65,See Chart,$38.96,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531851-1,EDGE SHOE PLATE,$34.50,$34.50,See Chart,$24.15,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531851-4,"KNOB M10-1.5, 6-LOBE, D60",$10.25,$10.25,See Chart,$7.18,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531851-5,T-SLOT BOLT M10-1.5 X 22,$11.80,$11.80,See Chart,$8.26,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531852,TOOLBOX,$30.55,$30.55,See Chart,$21.39,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531853,WRENCH 19/22MM CLOSED-ENDS,$30.65,$30.65,See Chart,$21.46,See Chart,,Available,FALSE,,TW,632414617644,Parcel,
P08531901,MODEL NUMBER LABEL,$14.80,$14.80,See Chart,$10.36,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531902,BLADE GUARD WARNING LABEL,$14.80,$14.80,See Chart,$10.36,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531903,SAFETY NOTICE LABEL,$13.00,$13.00,See Chart,$9.10,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531907,KICKBACK WARNING LABEL,$10.10,$10.10,See Chart,$7.07,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531909,MACHINE ID LABEL,$16.40,$16.40,See Chart,$11.48,See Chart,,Unavailable,FALSE,,US,,Parcel,
P08531912,CRUSH HAZARD LABEL,$13.00,$13.00,See Chart,$9.10,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531914,AMPUTATION HAZARD LABEL,$20.25,$20.25,See Chart,$14.18,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531915,440V CONVERSION LABEL,$7.05,$7.05,See Chart,$4.94,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08531917,TRAINED PERSONNEL LABEL,$13.00,$13.00,See Chart,$9.10,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P0853BOX3,COMPLETE BOX 3 OF 3 FOR G0853,"$4,081.50","$4,081.50",See Chart,"$2,857.05",See Chart,,Unavailable,FALSE,,TW,,Parcel,
P0853MAN,MANUAL G0853 MFD-07.18-05.24 V1.09.21,$24.50,$24.50,See Chart,$17.15,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P0853MANV2,MANUAL G0853 MFD-06.24+ V2.06.24,$22.80,$22.80,See Chart,$15.96,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540001,EXTENSION BRACKET,$174.30,$174.30,See Chart,$122.01,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540004,BUTTON HD CAP SCR M5-.8 X 40,$3.45,$3.45,See Chart,$2.42,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540019,EXTENSION BRACKET BLOCK,$45.35,$45.35,See Chart,$31.75,See Chart,,Available,FALSE,,TW,,Parcel,
P08540031,LIMIT SWITCH OMRON D4MC-5020 .25A 250V,$110.75,$110.75,See Chart,$77.53,See Chart,,Available,FALSE,,TW,,Parcel,
P08540034,"ROLLER SEAT 9""",$18.80,$18.80,See Chart,$13.16,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540035,WORKPIECE SUPPORT BAR,$14.80,$14.80,See Chart,$10.36,See Chart,,Available,FALSE,,TW,,Parcel,
P08540038,MAGNET CATCH,$17.00,$17.00,See Chart,$11.90,See Chart,,Available,FALSE,,TW,,Parcel,
P08540041,SOLENOID FONROY 4V210-08H 0.15-.8MP,$373.95,$373.95,See Chart,$261.77,See Chart,,Available,FALSE,,TW,690550619991,Parcel,
P08540045,SPACER 8MM,$2.40,$2.40,See Chart,$1.68,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540048,ELECTRICAL PANEL DOOR (RIGHT),$90.40,$90.40,See Chart,$63.28,See Chart,,Available,FALSE,,TW,,Parcel,
P08540049,ELECTRICAL PANEL DOOR (LEFT),$90.40,$90.40,See Chart,$63.28,See Chart,,Available,FALSE,,TW,,Parcel,
P08540051,ELECTRICAL PANEL ASSEMBLY,"$1,249.75","$1,249.75",See Chart,$874.83,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540068,CONTROL PANEL BACKPLATE,$106.30,$106.30,See Chart,$74.41,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540069,CONTROL PANEL COVER,$428.40,$428.40,See Chart,$299.88,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540069-2,CONTROL PANEL LABEL,$44.55,$44.55,See Chart,$31.19,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540069-3,PUSH BUTTON SWITCH MACK MB-22R 22MM,$29.95,$29.95,See Chart,$20.97,See Chart,,Available,FALSE,,TW,632414615633,Parcel,
P08540069-5,SELECTOR SWITCH RENY R2SNS-2FE-1A-B,$30.10,$30.10,See Chart,$21.07,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540069A,CONTROL PANEL ASSEMBLY,$428.40,$428.40,See Chart,$299.88,See Chart,,Available,FALSE,,TW,,Parcel,
P08540071,LOCKING PLATE,$30.65,$30.65,See Chart,$21.46,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540072,LIMIT SWITCH CANLIE AZ-8108HL .5A 250V,$124.45,$124.45,See Chart,$87.12,See Chart,,Available,FALSE,,TW,690550007712,Parcel,
P08540074,"POWER CORD 12G 3W 72"" 6-15P",$30.65,$30.65,See Chart,$21.46,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540101,REAR ACCESS PANEL,$94.60,$94.60,See Chart,$66.22,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540104,CLEAR COVER,$86.15,$86.15,See Chart,$60.31,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540105,REAR COVER HANDLE,$13.00,$13.00,See Chart,$9.10,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540106,LIMIT SWITCH SNZ AZD-S11 2A 400V,$69.30,$69.30,See Chart,$48.51,See Chart,,Available,FALSE,,TW,,Parcel,
P08540107,REAR COVER,$305.95,$305.95,See Chart,$214.17,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540108V2,FRONT COVER V2.01.22,$183.40,$183.40,See Chart,$128.38,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540109,PANEL FEEDER HOUSING,$274.15,$274.15,See Chart,$191.91,See Chart,,Available,FALSE,,TW,632414535252,Parcel,
P08540110,TOP COVER,$305.95,$305.95,See Chart,$214.17,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540206,ADAPTER SHAFT,$47.50,$47.50,See Chart,$33.25,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540228,COUNTER ARM SUPPORT,$56.65,$56.65,See Chart,$39.66,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540229,SUPPORT ARM PLATE,$19.30,$19.30,See Chart,$13.51,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540301,CONVEYOR BODY,$73.50,$73.50,See Chart,$51.45,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540302,CONVEYOR BASE PLATE,$224.25,$224.25,See Chart,$156.98,See Chart,,Available,FALSE,,TW,,Parcel,
P08540318,CONVEYER BELT (RUBBER),$219.70,$219.70,See Chart,$153.79,See Chart,,Available,FALSE,,TW,632414565648,Parcel,
P08540417,LIMIT SWITCH SNZ AZD-S11 2A 400V,$82.00,$82.00,See Chart,$57.40,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08540900,PRESSURE ROLLER ASSEMBLY,$265.10,$265.10,See Chart,$185.57,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541000,FENCE ASSEMBLY,$260.55,$260.55,See Chart,$182.39,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541001,FENCE MOUNTING PLATE,$65.05,$65.05,See Chart,$45.54,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541005,FENCE,$142.60,$142.60,See Chart,$99.82,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541200V3,END TRIMMER GUILLOTINE ASSEMBLY V3.06.24,"$1,084.85","$1,084.85",See Chart,$759.40,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541201,SUPPORT PLATE (LEFT),$77.70,$77.70,See Chart,$54.39,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541201V2,SUPPORT PLATE (LEFT) V2.06.24,$77.70,$77.70,See Chart,$54.39,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541203,NEEDLE BEARING HK2020,$32.75,$32.75,See Chart,$22.93,See Chart,,Available,FALSE,,TW,632414546005,Parcel,
P08541204,"STAND-OFF ROUND MF M8-1.25 X 8, M6-1",$24.30,$24.30,See Chart,$17.01,See Chart,,Available,FALSE,,TW,632414643346,Parcel,
P08541205,LATERAL GUIDE ROD 12 X 185MM,$32.75,$32.75,See Chart,$22.93,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541208,ECCENTRIC SHAFT 17 X 30MM,$30.65,$30.65,See Chart,$21.46,See Chart,,Available,FALSE,,TW,632414643353,Parcel,
P08541209,FLAT WASHER 17 X 25 X 2MM CP,$26.40,$26.40,See Chart,$18.48,See Chart,,Available,FALSE,,TW,632414643360,Parcel,
P08541210,COMPRESSION SPRING 1 X 16 X 150MM,$12.50,$12.50,See Chart,$8.75,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541211,LIMIT SWITCH OMRON D4MC-5020 .25A 250V,$156.15,$156.15,See Chart,$109.31,See Chart,,Available,FALSE,,TW,632414584830,Parcel,
P08541213,LIMIT SWITCH BRACKET,$24.30,$24.30,See Chart,$17.01,See Chart,,Available,FALSE,,TW,,Parcel,
P08541215,LIMIT SWITCH CONTACT PLATE,$94.60,$94.60,See Chart,$66.22,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541216,LINEAR BEARING LM12UU,$21.60,$21.60,See Chart,$15.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541217,CUTTER MOUNTING BLOCK,$147.10,$147.10,See Chart,$102.97,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541222V2,CUTTER SEAT SUPPORT (LEFT) V2.10.20,$65.05,$65.05,See Chart,$45.54,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541223,CUTTER SEAT (LEFT),$138.00,$138.00,See Chart,$96.60,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541225,CUTTER,$24.30,$24.30,See Chart,$17.01,See Chart,,Unavailable,FALSE,,TW,632414593993,Parcel,
P08541226,CUTTER GUIDE SUPPORT,$56.65,$56.65,See Chart,$39.66,See Chart,,Unavailable,FALSE,,TW,632414608383,Parcel,
P08541227,DISTAL GUIDE ROD 8 X 180MM,$115.30,$115.30,See Chart,$80.71,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541228V2,CUTTER SEAT SUPPORT (RIGHT) V2.10.20,$65.05,$65.05,See Chart,$45.54,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541229,OIL-EMBEDDED SLEEVE DU810,$7.05,$7.05,See Chart,$4.94,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541230,FLAT WASHER 12 X 30 X 5MM RUBBER,$7.05,$7.05,See Chart,$4.94,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541231,SUPPORT PLATE (RIGHT),$90.40,$90.40,See Chart,$63.28,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541232,CLEVIS ROD END,$30.65,$30.65,See Chart,$21.46,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541233,AIR CYLINDER,$151.65,$151.65,See Chart,$106.16,See Chart,,Unavailable,FALSE,,TW,632414591975,Parcel,
P08541233-1,AIR LINE,$6.90,$6.90,See Chart,$4.83,See Chart,,Unavailable,FALSE,,TW,632414647573,Parcel,
P08541235,PNEUMATIC CYLINDER ASSEMBLY,$188.00,$188.00,See Chart,$131.60,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541237,CYLINDER SUPPORT PLATE,$39.10,$39.10,See Chart,$27.37,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541239,BELLEVILLE LOCK WASHER 5 X 12 X .6MM,$13.00,$13.00,See Chart,$9.10,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541242,EXT TOOTH WASHER 16MM,$7.05,$7.05,See Chart,$4.94,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541243,FLAT WASHER 13MM SS,$13.00,$13.00,See Chart,$9.10,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541245,CUTTER SEAT (RIGHT),$138.00,$138.00,See Chart,$96.60,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08541249,BUFFER BLOCK,$21.60,$21.60,See Chart,$15.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08542006,"TIMER FOTEK H3B-M1 5A, 220VAC",$73.50,$73.50,See Chart,$51.45,See Chart,,Available,FALSE,,TW,,Parcel,
P08542007,CONTACTOR SHIHLIN S-P11S (220V),$81.20,$81.20,See Chart,$56.84,See Chart,,Available,FALSE,,TW,690550760853,Parcel,
P08542013,"FUSE 10 X 38MM 1A 600V F-A, CERAMIC",$51.05,$51.05,See Chart,$35.74,See Chart,,Unavailable,FALSE,,TW,690550523977,Parcel,
P08542015,CONTROL PANEL MOUNT,$160.70,$160.70,See Chart,$112.49,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08542016,WIRING LOOM 25.5 X 63.5 X 670MM,$26.40,$26.40,See Chart,$18.48,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08542018,WIRING LOOM 25.5 X 63.5 X 121MM,$26.40,$26.40,See Chart,$18.48,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08542019,DIN RAIL 35 X 6.5 X 289MM,$19.30,$19.30,See Chart,$13.51,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08542020,DIN RAIL 35 X 6.5 X 121MM,$19.30,$19.30,See Chart,$13.51,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08542021,DIN RAIL 35 X 6.5 X 210MM,$19.30,$19.30,See Chart,$13.51,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08542022,DIN RAIL 35 X 6.5 X 140MM,$19.30,$19.30,See Chart,$13.51,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08542023,DIN RAIL 35 X 6.5 X 178MM,$19.30,$19.30,See Chart,$13.51,See Chart,,Available,FALSE,,TW,632414591982,Parcel,
P08542101,MACHINE ID LABEL,$16.40,$16.40,See Chart,$11.48,See Chart,,Available,FALSE,,US,,Parcel,
P08542102,NOTICE UNLOCK CONVEYOR LABEL,$2.15,$2.15,See Chart,$1.51,See Chart,,Available,TRUE,,TW,632414535269,Parcel,
P08542103,NOTICE DO NOT LEAN ON CONVEYOR LABEL,$3.75,$3.75,See Chart,$2.63,See Chart,,Available,TRUE,,TW,632414535276,Parcel,
P08542104,NOTICE FEED PANEL POINT LABEL,$13.00,$13.00,See Chart,$9.10,See Chart,,Available,FALSE,,TW,632414535283,Parcel,
P08542107,WARNING SHARP CUTTER LABEL,$4.80,$4.80,See Chart,$3.36,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08542108,NOTICE COMPONENTS POWERED UP LABEL,$10.25,$10.25,See Chart,$7.18,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08542111,MODEL NUMBER LABEL,$14.80,$14.80,See Chart,$10.36,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08542119,AMPUTATION LABEL,$4.25,$4.25,See Chart,$2.98,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08542204,EDGEBANDING THICKNESS LABEL,$7.05,$7.05,See Chart,$4.94,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08542206,LUBRICATION NOTICE LABEL,$2.05,$2.05,See Chart,$1.44,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08542209,MACHINE VOLTAGE LABEL,$2.40,$2.40,See Chart,$1.68,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08542210,EMPTY WATER TRAP LABEL,$14.15,$14.15,See Chart,$9.91,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P08542211,AMPUTATION LABEL,$13.00,$13.00,See Chart,$9.10,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P0854MAN,MANUAL G0854 MFD-08.18-09.20 V1.01.19,$23.00,$23.00,See Chart,$16.10,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P0854MANV2,MANUAL G0854 MFD-10.20-05.24 V2.08.22,$21.95,$21.95,See Chart,$15.37,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P0854MANV3,MANUAL G0854 MFD-06.24+ V3.11.24,$21.95,$21.95,See Chart,$15.37,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P0855001,FENCE TILT LOCK LEVER 1/2-12,$4.60,$4.60,See Chart,$3.22,See Chart,,Available,FALSE,,TW,690550820700,Parcel,
P0855003,STOP BLOCK,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,690550288210,Parcel,
P0855004,FENCE CARRIAGE,$113.25,$113.25,See Chart,$79.28,See Chart,,Available,FALSE,,TW,632414016683,Parcel,
P0855006,"ECCENTRIC SHAFT 3/8-16, 5-1/4L",$8.80,$8.80,See Chart,$6.16,See Chart,,Available,FALSE,,TW,690550624230,Parcel,
P0855007,DOWEL PIN 5 X 50,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,FALSE,,TW,632414238023,Parcel,
P0855010,"SHOULDER BOLT 5/16-18 X 11/16, 3/8 X 1",$3.05,$3.05,See Chart,$2.14,See Chart,,Available,FALSE,,TW,690550875199,Parcel,
P0855012,FENCE,$164.55,$164.55,See Chart,$115.19,See Chart,,Available,FALSE,,TW,690550818561,Parcel,
P0855013,"STUD-SE 1/2-20, 1-3/8, 11/16",$2.45,$2.45,See Chart,$1.72,See Chart,,Available,FALSE,,TW,690550663864,Parcel,
P0855016,FLAT HD CAP SCR 5/16-18 X 1-1/2,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,FALSE,,TW,690550486777,Parcel,
P0855018,FENCE LINK,$17.55,$17.55,See Chart,$12.29,See Chart,,Available,FALSE,,TW,690550784910,Parcel,
P0855019,T-NUT 1/2-12,$3.05,$3.05,See Chart,$2.14,See Chart,,Available,FALSE,,TW,690550681073,Parcel,
P0855020,FENCE BLOCK,$3.05,$3.05,See Chart,$2.14,See Chart,,Available,FALSE,,TW,632414540287,Parcel,
P0855021,FENCE SWIVEL BASE,$25.40,$25.40,See Chart,$17.78,See Chart,,Available,FALSE,,TW,690550581991,Parcel,
P0855022,"SET SCR 3/8-16 X 1-1/2, CONE-PT, SLOTTED",$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,690550670992,Parcel,
P0855023,"STUD-DE 3/8-16 X 3-1/8, 3/8",$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,690550151637,Parcel,
P0855024,HEX NUT 3/8-16 THIN,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,FALSE,,TW,690550541094,Parcel,
P0855025,SAFETY PLATE,$3.65,$3.65,See Chart,$2.56,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P0855027,"CAMLOCK STUD 1/2-12 X 1-1/2, 3-1/2L",$6.70,$6.70,See Chart,$4.69,See Chart,,Available,FALSE,,TW,632414582003,Parcel,
P0855030,FENCE BASE,$82.45,$82.45,See Chart,$57.72,See Chart,,Available,FALSE,,TW,690550544835,Parcel,
P0855033,KEY 9.5 X 9.5 X 268,$4.30,$4.30,See Chart,$3.01,See Chart,,Available,FALSE,,TW,690550034084,Parcel,
P0855035,BEARING BLOCK,$15.70,$15.70,See Chart,$10.99,See Chart,,Available,FALSE,,TW,690550618826,Parcel,
P0855039,CUTTERHEAD PULLEY,$11.25,$11.25,See Chart,$7.88,See Chart,,Available,TRUE,,TW,690550731860,Parcel,
P0855040,"CUTTERHEAD 8"" 4-KNIFE",$355.35,$355.35,See Chart,$248.75,See Chart,,Available,FALSE,,TW,690550418099,Parcel,
P0855040-5,KNIFE GIB,$4.85,$4.85,See Chart,$3.40,See Chart,,Available,FALSE,,TW,632414563613,Parcel,
P0855040-6,KNIFE GIB BOLT 1/4-28 X 1/4,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,FALSE,,TW,632414559685,Parcel,
P0855041,"STUD-DE 3/8-24 X 4-3/4, 1/2",$1.85,$1.85,See Chart,$1.30,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P0855041V2,HEX BOLT 3/8-24 X 4-1/4 V2.01.21,$2.45,$2.45,See Chart,$1.72,See Chart,,Available,FALSE,,TW,,Parcel,
P0855042V2,LOCK WASHER 9MM V2.01.21,$1.60,$1.60,See Chart,$1.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P0855043,BELT COVER,$6.40,$6.40,See Chart,$4.48,See Chart,,Available,FALSE,,TW,690550504976,Parcel,
P0855044,"KNOB 5/16-18, D1-3/4, ROUND",$2.30,$2.30,See Chart,$1.61,See Chart,,Available,TRUE,,TW,690550404627,Parcel,
P0855045,CUTTERHEAD GUARD,$40.50,$40.50,See Chart,$28.35,See Chart,,Unavailable,FALSE,,TW,690550434532,Parcel,
P0855045V2,CUTTERHEAD GUARD V2.07.19,$41.70,$41.70,See Chart,$29.19,See Chart,,Available,TRUE,,TW,690550440205,Parcel,
P0855049,DEPTH STOP BLOCK,$10.00,$10.00,See Chart,$7.00,See Chart,,Available,FALSE,,TW,690550962660,Parcel,
P0855050,SHAFT W/HOLE 2-3/4L,$2.45,$2.45,See Chart,$1.72,See Chart,,Available,FALSE,,TW,690550773945,Parcel,
P0855052,COMPRESSION SPRING,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,FALSE,,TW,690550112294,Parcel,
P0855053,SPRING SLEEVE,$4.60,$4.60,See Chart,$3.22,See Chart,,Available,FALSE,,TW,690550459559,Parcel,
P0855056,"ADJUSTABLE HANDLE 2L, 1/4-20 X 1",$4.60,$4.60,See Chart,$3.22,See Chart,,Available,FALSE,,TW,690550504198,Parcel,
P0855057,"KNOB 1/4-20, D7/8, BALL",$1.60,$1.60,See Chart,$1.12,See Chart,,Available,FALSE,,TW,690550770913,Parcel,
P0855058,"SET SCR 5/16-18 X 3/4, 1-5/16, SLOTTED",$8.80,$8.80,See Chart,$6.16,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P0855059,"FOLDING HANDLE 2-1/4L, 5/16-18 X 1-3/16",$5.50,$5.50,See Chart,$3.85,See Chart,,Available,FALSE,,TW,632414586964,Parcel,
P0855060,SCALE POINTER,$1.60,$1.60,See Chart,$1.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P0855067,RABBETING TABLE,$48.65,$48.65,See Chart,$34.06,See Chart,,Available,FALSE,,TW,690550765247,Parcel,
P0855068,BEARING BLOCK PLATE,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414561183,Parcel,
P0855070,HANDWHEEL W/HANDLE,$46.85,$46.85,See Chart,$32.80,See Chart,,Available,FALSE,,TW,690550375521,Parcel,
P0855071,FENDER WASHER 8.5 X 23 X 2MM,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,FALSE,,TW,690550549151,Parcel,
P0855073,"KNOB BOLT 5-LOBE 3/8-16 X 1, D1-3/4",$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,,Parcel,
P0855074,LATCH,$2.75,$2.75,See Chart,$1.93,See Chart,,Available,FALSE,,TW,,Parcel,
P0855079,"STANDOFF HEX 3/8-16 X 3/4, 3-5/16L",$2.45,$2.45,See Chart,$1.72,See Chart,,Available,FALSE,,TW,690550258329,Parcel,
P0855080,CABINET STAND,$362.60,$362.60,See Chart,$253.82,See Chart,,Available,FALSE,,TW,632414536037,Parcel,
P0855081,REAR ACCESS PANEL,$33.25,$33.25,See Chart,$23.28,See Chart,,Available,FALSE,,TW,,Parcel,
P0855083,"POLY-V BELT 350J-7 35""",$16.95,$16.95,See Chart,$11.87,See Chart,,Available,FALSE,,TW,690550511141,Parcel,
P0855086,MOTOR 3HP 230V 1-PH,$507.50,$507.50,See Chart,$355.25,See Chart,,Available,FALSE,,TW,690550793295,Parcel,
P0855086-12,CONTACT PLATE,$7.20,$7.20,See Chart,$5.04,See Chart,,Available,TRUE,,TW,690550880308,Parcel,
P0855086-13,CENTRIFUGAL SWITCH,$8.95,$8.95,See Chart,$6.27,See Chart,,Available,TRUE,,TW,632414588333,Parcel,
P0855086-3,MOTOR PULLEY,$17.25,$17.25,See Chart,$12.08,See Chart,,Available,FALSE,,TW,,Parcel,
P0855086-5,MOTOR LABEL,$1.35,$1.35,See Chart,$0.95,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P0855086-7,"MOTOR CORD 14G 3W 32""",$8.20,$8.20,See Chart,$5.74,See Chart,,Available,FALSE,,TW,,Parcel,
