Item Number,Description,MSRP,Dealer Price,Dealer Shipping Cost,Dealer MAP,Item Status,Discontinued,Brand,Country of Origin,UPC,Ship Type,Profit,Margin
G9660,"Surface Plate Stand - 24"" x 36""",$275.00,$247.50,0,,Unavailable,FALSE,Grizzly,CN,690550096600,Parcel,$27.50,10.00%
G9774,Keyway Broach Sets - 18 pc. HSS,$295.00,$265.50,0,,Available,FALSE,Grizzly,CN,690550097744,Parcel,$29.50,10.00%
G9973,Lathe Stand for G9972Z,$595.00,$535.50,0,,Available,FALSE,Grizzly,CN,690550099731,Parcel,$59.50,10.00%
H2877Z,"4"" Spiral Cutterhead",$375.00,$337.50,0,,Available,FALSE,Grizzly,CN,690550187469,Parcel,$37.50,10.00%
H2878Z,"5-1/8"" Spiral Cutterhead",$425.00,$382.50,0,,Available,FALSE,Grizzly,CN,690550249938,Parcel,$42.50,10.00%
H2879Z,"5-7/8"" Spiral Cutterhead",$495.00,$445.50,0,,Available,FALSE,Grizzly,CN,690550259920,Parcel,$49.50,10.00%
H5377,Motor 3/4 HP Single-Phase 1725 RPM TEFC 110V/220V,$245.00,$220.50,0,,Unavailable,FALSE,Grizzly,TW,690550153778,Parcel,$24.50,10.00%
H5385,Motor 2 HP Single-Phase 3450 RPM TEFC 110V/220V,$355.00,$319.50,0,,Available,FALSE,Grizzly,TW,690550153853,Parcel,$35.50,10.00%
H5389,Motor 5 HP Single-Phase 3450 RPM 220V For G1023ZX,$550.00,$495.00,0,,Available,FALSE,Grizzly,TW,690550153891,Parcel,$55.00,10.00%
H5390,Motor 5 HP Single-Phase 3450 RPM TEFC 220V,$550.00,$495.00,0,,Available,FALSE,Grizzly,TW,690550153907,Parcel,$55.00,10.00%
H5783,Extra Canister For G0548/Z & G0562/Z,$365.00,$328.50,0,,Available,FALSE,Grizzly,TW,690550157837,Parcel,$36.50,10.00%
H7507,"18"" x 27"" Router Extension Table for Table Saw",$395.00,$355.50,0,,Available,FALSE,Grizzly,TW,690550175077,Parcel,$39.50,10.00%
H7527,"6"" Rotary Table w/ Div. Plates",$425.00,$382.50,0,,Available,FALSE,Grizzly,IN,690550175275,Parcel,$42.50,10.00%
H7588,Resaw Fence Complete For G0513,$195.00,$175.50,0,,Available,FALSE,Grizzly,TW,690550175886,Parcel,$19.50,10.00%
H7918,"51"" x 60"" A/O Sanding Belt 180 Grit, 5 pk.",$245.00,$220.50,0,,Available,FALSE,Grizzly,TW,690550179181,Parcel,$24.50,10.00%
H7938,Collet Closer for G0600 & G0600Z,$890.00,$801.00,0,,Available,FALSE,Grizzly,CN,690550179389,Parcel,$89.00,10.00%
H8140,7-Gallon Coolant Tank System,$375.00,$337.50,0,,Available,FALSE,Grizzly,CN,690550181405,Parcel,$37.50,10.00%
H8370,Power Feed for Mill / Drills ALSAS,$475.00,$427.50,0,,Available,FALSE,Grizzly,CN,690550183706,Parcel,$47.50,10.00%
H8371,AL510SX Power Feed X-Axis,$595.00,$535.50,0,,Available,FALSE,Grizzly,CN,690550183713,Parcel,$59.50,10.00%
H8831,"51"" x 60"" A/O Sanding Belt 100 Grit, 3 pk.",$330.00,$297.00,0,,Available,FALSE,Grizzly,KR,690550188312,Parcel,$33.00,10.00%
H8832,"51"" x 60"" A/O Sanding Belt 120 Grit, 3 pk.",$330.00,$297.00,0,,Available,FALSE,Grizzly,KR,690550188329,Parcel,$33.00,10.00%
SB1072,"A2-15 25"" 3 Jaw Chuck Direct Mount","$18,110.00","$16,299.00",0,,Unavailable,FALSE,South Bend,TW,690550762536,Parcel,"$1,811.00",10.00%
SB1073,A2-15 Outboard Spindle Back Plate,"$4,960.00","$4,464.00",0,,Unavailable,FALSE,South Bend,TW,690550082399,Parcel,$496.00,10.00%
SB1074,"A2-15 32"" Face Plate","$3,740.00","$3,366.00",0,,Unavailable,FALSE,South Bend,TW,690550137877,Parcel,$374.00,10.00%
SB1075,"A2-15 36"" Face Plate","$5,435.00","$4,891.50",0,,Unavailable,FALSE,South Bend,TW,690550299247,Parcel,$543.50,10.00%
SB1076,"A2-15 40"" Face Plate","$6,875.00","$6,187.50",0,,Unavailable,FALSE,South Bend,TW,690550419065,Parcel,$687.50,10.00%
SB1077,Follow Rest X33,"$1,280.00","$1,152.00",0,,Unavailable,FALSE,South Bend,TW,690550533068,Parcel,$128.00,10.00%
SB1078,Follow Rest X37,"$1,400.00","$1,260.00",0,,Unavailable,FALSE,South Bend,TW,690550781834,Parcel,$140.00,10.00%
SB1079,Follow Rest X41,"$1,470.00","$1,323.00",0,,Unavailable,FALSE,South Bend,TW,690550932588,Parcel,$147.00,10.00%
SB1081,"16"" Steady Rest","$3,850.00","$3,465.00",0,,Unavailable,FALSE,South Bend,TW,690550112706,Parcel,$385.00,10.00%
SB1082,"20"" Steady Rest","$2,860.00","$2,574.00",0,,Unavailable,FALSE,South Bend,TW,690550686054,Parcel,$286.00,10.00%
SB1083,"24-1/2"" Steady Rest","$9,400.00","$8,460.00",0,,Unavailable,FALSE,South Bend,TW,690550531972,Parcel,$940.00,10.00%
SB1084,"28-1/2"" Steady Rest","$11,185.00","$10,066.50",0,,Unavailable,FALSE,South Bend,TW,690550277627,Parcel,"$1,118.50",10.00%
SB1085,Taper Turning Attachment,"$4,740.00","$4,266.00",0,,Unavailable,FALSE,South Bend,TW,690550326004,Parcel,$474.00,10.00%
SB1087,Micro Carriage Stop,$465.00,$418.50,0,,Unavailable,FALSE,South Bend,TW,690550483677,Parcel,$46.50,10.00%
SB1088,MT6 Heavy Duty Live Center,"$2,735.00","$2,461.50",0,,Unavailable,FALSE,South Bend,TW,690550568244,Parcel,$273.50,10.00%
SB1089,Quick Change Tool Post,"$6,010.00","$5,409.00",0,,Unavailable,FALSE,South Bend,TW,690550667558,Parcel,$601.00,10.00%
SB1105,Replacement Filter for SB1092,$295.00,$265.50,0,,Available,FALSE,Grizzly,TW,690550400278,Parcel,$29.50,10.00%
SB1216,"6"" Precision Drill Press Vise",$175.00,$157.50,0,,Unavailable,FALSE,South Bend,IN,690550051388,Parcel,$17.50,10.00%
SB1248,"4"" Lockdown Milling Vise",$475.00,$427.50,0,,Available,FALSE,South Bend,TW,690550432019,Parcel,$47.50,10.00%
SB1268,5-C Collet Closer for D1-6 South Bend Lathes,"$1,250.00","$1,125.00",0,,Available,FALSE,South Bend,TW,690550897788,Parcel,$125.00,10.00%
SB1348,"8-Piece Quick Change Collet Set, R8",$195.00,$175.50,0,,Available,FALSE,South Bend,TW,690550864940,Parcel,$19.50,10.00%
T10057,Tapping Attachment - MT #2,$235.00,$211.50,0,,Available,FALSE,Grizzly,IN,690550029721,Parcel,$23.50,10.00%
T10059,"4"" Three-Way Precision Angle Vise",$495.00,$445.50,0,,Available,FALSE,Grizzly,IN,690550024856,Parcel,$49.50,10.00%
T10070,16-Pc. MT3 Quick Change Collet Set,$325.00,$292.50,0,,Unavailable,FALSE,Grizzly,TW,690550024757,Parcel,$32.50,10.00%
T10114,Heavy-Duty Roller Stand,$185.00,$166.50,0,,Available,FALSE,Grizzly,TW,690550128691,Parcel,$18.50,10.00%
T10153,"20"" Best Planer Knives-Set of 4",$395.00,$355.50,0,,Available,FALSE,Grizzly,JP,690550054600,Parcel,$39.50,10.00%
T10156,"24"" Best Planer Knives-Set of 4",$425.00,$382.50,0,,Available,FALSE,Grizzly,JP,690550054631,Parcel,$42.50,10.00%
T10168,"3"" Boring Head Set",$175.00,$157.50,0,,Available,FALSE,Grizzly,IN,690550106668,Parcel,$17.50,10.00%
T10221,"7"" x 7"" Horizontal / Vertical T Slot Tilting Table",$375.00,$337.50,0,,Available,FALSE,Grizzly,CN,690550108952,Parcel,$37.50,10.00%
T10502,Taper Attachment for G0709 & G0824 Lathe,$795.00,$715.50,0,,Unavailable,FALSE,Grizzly,CN,690550001451,Parcel,$79.50,10.00%
T10556,Taper Attachment Kit for G4002/G4003/G4003G,$695.00,$625.50,0,,Available,FALSE,Grizzly,CN,690550001802,Parcel,$69.50,10.00%
T10811,"5-1/2"" Wood Lathe Chuck Set",$395.00,$355.50,0,,Available,FALSE,Grizzly,CN,690550577499,Parcel,$39.50,10.00%
T1255,Automatic Router Lift with Touch-Screen Controls,$630.00,$567.00,0,,Available,FALSE,Grizzly,CN,690550579998,Parcel,$63.00,10.00%
T23010,Power Feed for G0704 and G0759,$525.00,$472.50,0,,Available,FALSE,Grizzly,CN,690550125409,Parcel,$52.50,10.00%
T23129,Replacement Canister Filter for G0583Z,$285.00,$256.50,0,,Available,FALSE,Grizzly,TW,690550157240,Parcel,$28.50,10.00%
T25937,"5"" Rotary Table",$495.00,$445.50,0,,Available,FALSE,Grizzly,IN,690550390135,Parcel,$49.50,10.00%
T26362,486mm Canister Filter with Foam Tape,$415.00,$373.50,0,,Available,FALSE,Grizzly,TW,690550306877,Parcel,$41.50,10.00%
T26612,Stand for G0758,$375.00,$337.50,0,,Unavailable,FALSE,Grizzly,CN,690550275272,Parcel,$37.50,10.00%
T27313,"Copy Attachment for G0987, G0733, G0462, G0584, G5979, and W1758",$495.00,$445.50,0,,Available,FALSE,Grizzly,CN,690550190087,Parcel,$49.50,10.00%
T27556WAR03,Blade Welder 4.2 kVA - 3 Year Warranty,"$1,145.00","$1,030.50",0,"$1,145.00",Unavailable,FALSE,Grizzly,,,Parcel,$114.50,10.00%
T27556WAR05,Blade Welder 4.2 kVA - 5 Year Warranty,"$1,245.00","$1,120.50",0,"$1,245.00",Unavailable,FALSE,Grizzly,,,Parcel,$124.50,10.00%
T27614,"1"" Bead Forming Mandrel Set for G0816",$495.00,$445.50,0,,Available,FALSE,Grizzly,CN,690550119484,Parcel,$49.50,10.00%
T27615,V-Groove Forming Mandrel Set for G0816,$395.00,$355.50,0,,Available,FALSE,Grizzly,CN,690550929182,Parcel,$39.50,10.00%
T27633,"1"" Radius Round Material Die for G0792",$595.00,$535.50,0,,Available,FALSE,Grizzly,CN,690550616068,Parcel,$59.50,10.00%
T27697,"8"" Helical Cutterhead for Jointers",$425.00,$382.50,0,,Available,FALSE,Grizzly,CN,690550585869,Parcel,$42.50,10.00%
T27698,"6"" Helical Cutterhead for Jointers",$395.00,$355.50,0,,Available,FALSE,Grizzly,CN,690550590252,Parcel,$39.50,10.00%
T27699,"6"" Helical Cutterhead for Jointers",$395.00,$355.50,0,,Available,FALSE,Grizzly,CN,690550622861,Parcel,$39.50,10.00%
T27713,"8"" Helical Cutterhead for Jointers",$475.00,$427.50,0,,Available,FALSE,Grizzly,CN,690550511769,Parcel,$47.50,10.00%
T27798,"Sandblasting Media, A/O 120-Grit, 55-lbs.",$310.00,$279.00,0,,Available,FALSE,Grizzly,HU,690550032257,Parcel,$31.00,10.00%
T27801,"Sandblasting Media, A/O 60-Grit, 55-lbs.",$310.00,$279.00,0,,Available,FALSE,Grizzly,HU,690550051357,Parcel,$31.00,10.00%
T28172,"14"" x 39"" Heavy-Duty Roller Table",$375.00,$337.50,0,,Available,FALSE,Grizzly,CN,690550223051,Parcel,$37.50,10.00%
T28529,"Upper Flush Trim Blades for G0774 and G0985, 4-Pk.",$225.00,$202.50,0,,Unavailable,FALSE,Grizzly,TW,690550250026,Parcel,$22.50,10.00%
T28530,"Lower Flush Trim Blades for G0774 and G0985, 4-Pk.",$215.00,$193.50,0,,Available,FALSE,Grizzly,TW,690550586408,Parcel,$21.50,10.00%
T28781,Router Table with Lift and Cast-Iron Wings,"$1,760.00","$1,584.00",0,,Available,FALSE,Grizzly,TW,690550993176,Parcel,$176.00,10.00%
T28984,"30"" Welding Table Support Leg",$190.00,$171.00,0,,Available,FALSE,Grizzly,CN,690550721007,Parcel,$19.00,10.00%
T30290X2,20V Hammer Drill Kit with 2 Li-Ion Batteries & Charger,$185.00,$166.50,0,,Unavailable,FALSE,Grizzly PRO,CN,690550856129,Parcel,$18.50,10.00%
T30292X2,20V Impact Wrench Kit with 2 Li-Ion Batteries & Charger,$225.00,$202.50,0,,Unavailable,FALSE,Grizzly PRO,CN,690550214486,Parcel,$22.50,10.00%
T30293X2,"20V 6-1/2"" Circular Saw Kit with 2 Li-Ion Batteries & Charger",$205.00,$184.50,0,,Unavailable,FALSE,Grizzly PRO,CN,690550054020,Parcel,$20.50,10.00%
T30294X2,20V Reciprocating Saw Kit with 2 Li-Ion Batteries & Charger,$200.00,$180.00,0,,Unavailable,FALSE,Grizzly PRO,CN,690550427985,Parcel,$20.00,10.00%
T30307,20V 2-Tool Saw Kit,$235.00,$211.50,0,,Unavailable,FALSE,Grizzly PRO,CN,690550565489,Parcel,$23.50,10.00%
T30314,Replacement Filter for G0860 & G0861,$255.00,$229.50,0,,Available,FALSE,Grizzly,TW,690550379383,Parcel,$25.50,10.00%
T30372,Mounting Kit for G0613,$255.00,$229.50,0,,Available,FALSE,Grizzly,TW,690550248719,Parcel,$25.50,10.00%
T30487,HEPA Filter Upgrade for G0583Z,$510.00,$459.00,0,,Available,FALSE,Grizzly,TW,690550580192,Parcel,$51.00,10.00%
T30489,HEPA Filter Upgrade for G0860 & G0861,$450.00,$405.00,0,,Available,FALSE,Grizzly,TW,690550767593,Parcel,$45.00,10.00%
T30498,6 Pc. Collet Woodturning Chisel Set With Carbide Inserts and Aluminum Handles,$240.00,$216.00,0,,Available,FALSE,Grizzly,CN,690550927065,Parcel,$24.00,10.00%
T30862,"2"" x 6-1/2"" Round Tube Die for T30860",$545.00,$490.50,0,,Available,FALSE,Grizzly,CN,690550778940,Parcel,$54.50,10.00%
T30864,"1"" x 4-1/2"" Round Tube Die for T30860",$240.00,$216.00,0,,Available,FALSE,Grizzly,CN,690550931499,Parcel,$24.00,10.00%
T30865,"1-1/4"" x 4-1/2"" Round Tube Die for T30860",$330.00,$297.00,0,,Unavailable,FALSE,Grizzly,CN,690550979347,Parcel,$33.00,10.00%
T30866,"1-1/2"" x 4-1/2"" Round Tube Die for T30860",$375.00,$337.50,0,,Available,FALSE,Grizzly,CN,690550121173,Parcel,$37.50,10.00%
T30867,"1-1/2"" x 5-1/2"" Round Tube Die for T30860",$385.00,$346.50,0,,Available,FALSE,Grizzly,CN,690550144721,Parcel,$38.50,10.00%
T30868,"1-1/2"" x 6-1/2"" Round Tube Die for T30860",$465.00,$418.50,0,,Available,FALSE,Grizzly,CN,690550494116,Parcel,$46.50,10.00%
T30869,"1-5/8"" x 5-1/2"" Round Tube Die for T30860",$405.00,$364.50,0,,Available,FALSE,Grizzly,CN,690550662911,Parcel,$40.50,10.00%
T30870,"1-5/8"" x 6-1/2"" Round Tube Die for T30860",$505.00,$454.50,0,,Available,FALSE,Grizzly,CN,690550710889,Parcel,$50.50,10.00%
T30871,"1-3/4"" x 5-1/2"" Round Tube Die for T30860",$420.00,$378.00,0,,Available,FALSE,Grizzly,CN,690550732119,Parcel,$42.00,10.00%
T30872,"1-3/4"" x 6-1/2"" Round Tube Die for T30860",$520.00,$468.00,0,,Available,FALSE,Grizzly,CN,690550202148,Parcel,$52.00,10.00%
T30873,"1"" x 3-1/2"" Square Tube Die for T30860",$265.00,$238.50,0,,Available,FALSE,Grizzly,CN,690550271335,Parcel,$26.50,10.00%
T30874,"1-1/4"" x 4-1/2"" Square Tube Die for T30860",$285.00,$256.50,0,,Available,FALSE,Grizzly,CN,690550355325,Parcel,$28.50,10.00%
T30944,"2"" Magnetic Drill",$695.00,$625.50,0,,Available,FALSE,Grizzly PRO,CN,690550691355,Parcel,$69.50,10.00%
T31636,Benchtop Router Table,$295.00,$265.50,0,,Available,FALSE,Grizzly,TW,690550358173,Parcel,$29.50,10.00%
T31990,33-Pc. M35 Cobalt Silver & Deming Drill Bit Set,$395.00,$355.50,0,,Available,FALSE,Grizzly,CN,690550809071,Parcel,$39.50,10.00%
T32250,"24"" Bed Extension for G0844",$175.00,$157.50,0,,Unavailable,FALSE,Grizzly,CN,690550934063,Parcel,$17.50,10.00%
T32540WAR03,Dual Spindle Doweling Joiner - 3 Year Warranty,$190.00,$171.00,0,$190.00,Unavailable,FALSE,Grizzly PRO,,,Parcel,$19.00,10.00%
T32540WAR05,Dual Spindle Doweling Joiner - 5 Year Warranty,$205.00,$184.50,0,$205.00,Unavailable,FALSE,Grizzly PRO,,,Parcel,$20.50,10.00%
T32555,1 Micron Canister Filter for G0944 Dust Collector,$225.00,$202.50,0,,Available,FALSE,Grizzly,TW,690550960598,Parcel,$22.50,10.00%
T32984,"11-13/16"" Scale",$170.00,$153.00,0,,Available,FALSE,Grizzly,CN,690550421044,Parcel,$17.00,10.00%
T32985,"13-13/16"" Scale",$170.00,$153.00,0,,Available,FALSE,Grizzly,CN,690550434648,Parcel,$17.00,10.00%
T32989,"21-11/16"" Scale",$180.00,$162.00,0,,Available,FALSE,Grizzly,CN,690550765650,Parcel,$18.00,10.00%
T32990,"23-5/8"" Scale",$180.00,$162.00,0,,Available,FALSE,Grizzly,CN,690550766930,Parcel,$18.00,10.00%
T32991,"29-9/16"" Scale",$180.00,$162.00,0,,Available,FALSE,Grizzly,CN,690550805745,Parcel,$18.00,10.00%
T32992,"31-1/2"" Scale",$180.00,$162.00,0,,Available,FALSE,Grizzly,CN,690550958984,Parcel,$18.00,10.00%
T32993,"39-3/8"" Scale",$190.00,$171.00,0,,Available,FALSE,Grizzly,CN,690550978715,Parcel,$19.00,10.00%
T32994,"43-5/16"" Scale",$250.00,$225.00,0,,Available,FALSE,Grizzly,CN,690550994999,Parcel,$25.00,10.00%
T32996,"63"" Scale",$640.00,$576.00,0,,Available,FALSE,Grizzly,CN,690550363535,Parcel,$64.00,10.00%
T32997,"5-15/16"" x 13-13/16"" 2-Axis Mill DRO",$605.00,$544.50,0,,Unavailable,FALSE,Grizzly,CN,690550530814,Parcel,$60.50,10.00%
T32999,"5-15/16"" x 31-1/2"" 2-Axis Lathe DRO",$615.00,$553.50,0,,Unavailable,FALSE,Grizzly,CN,690550742279,Parcel,$61.50,10.00%
T33000,"5-15/16"" x 43-5/16"" 2-Axis Lathe DRO",$690.00,$621.00,0,,Unavailable,FALSE,Grizzly,CN,690550950193,Parcel,$69.00,10.00%
T33005,"7-7/8"" x 19-11/16"" x 19-11/16"" 3-Axis Mill DRO",$775.00,$697.50,0,,Unavailable,FALSE,Grizzly,CN,690550661723,Parcel,$77.50,10.00%
T33006,"7-7/8"" x 21-11/16"" 2-Axis Mill DRO",$615.00,$553.50,0,,Unavailable,FALSE,Grizzly,CN,690550690389,Parcel,$61.50,10.00%
T33007,"7-7/8"" x 23-5/8"" 2-Axis Mill DRO",$615.00,$553.50,0,,Unavailable,FALSE,Grizzly,CN,690550841798,Parcel,$61.50,10.00%
T33008,"7-7/8"" x 39-3/8"" 2-Axis Lathe DRO",$625.00,$562.50,0,,Unavailable,FALSE,Grizzly,CN,690550886263,Parcel,$62.50,10.00%
T33009,"7-7/8"" x 43-5/16"" 2-Axis Lathe DRO",$690.00,$621.00,0,,Unavailable,FALSE,Grizzly,CN,690550889677,Parcel,$69.00,10.00%
T33010,"9-7/8"" x 23-5/8"" 2-Axis Mill DRO",$615.00,$553.50,0,,Unavailable,FALSE,Grizzly,CN,690550523892,Parcel,$61.50,10.00%
T33011,"9-7/8"" x 13-13/16"" x 23-5/8"" 3-Axis Mill DRO",$790.00,$711.00,0,,Unavailable,FALSE,Grizzly,CN,690550760068,Parcel,$79.00,10.00%
T33012,"9-7/8"" x 43-5/16"" 2-Axis Lathe DRO",$690.00,$621.00,0,,Unavailable,FALSE,Grizzly,CN,690550997730,Parcel,$69.00,10.00%
T33013,"11-13/16"" x 13-13/16"" x 29-9/16"" 3-Axis Mill DRO",$795.00,$715.50,0,,Unavailable,FALSE,Grizzly,CN,690550223372,Parcel,$79.50,10.00%
T33014,"11-13/16"" x 29-9/16"" 2-Axis Mill DRO",$620.00,$558.00,0,,Unavailable,FALSE,Grizzly,CN,690550278105,Parcel,$62.00,10.00%
T33015,"13-13/16"" x 17-3/4"" x 29-9/16"" 3-Axis Mill DRO",$785.00,$706.50,0,,Unavailable,FALSE,Grizzly,CN,690550294891,Parcel,$78.50,10.00%
T33016,"13-13/16"" x 29-9/16"" 2-Axis Mill DRO",$620.00,$558.00,0,,Unavailable,FALSE,Grizzly,CN,690550347603,Parcel,$62.00,10.00%
T33017,"13-13/16"" x 51-3/16"" 2-Axis Lathe DRO",$960.00,$864.00,0,,Unavailable,FALSE,Grizzly,CN,690550351709,Parcel,$96.00,10.00%
T33018,"13-13/16"" x 63"" 2-Axis Lathe DRO","$1,085.00",$976.50,0,,Unavailable,FALSE,Grizzly,CN,690550410000,Parcel,$108.50,10.00%
T33019,"15-3/4"" x 31-1/2"" 2-Axis Mill DRO",$620.00,$558.00,0,,Unavailable,FALSE,Grizzly,CN,690550488689,Parcel,$62.00,10.00%
T33020,"15-3/4"" x 15-3/4"" x 31-1/2"" 3-Axis Mill DRO",$795.00,$715.50,0,,Unavailable,FALSE,Grizzly,CN,690550528323,Parcel,$79.50,10.00%
T33026,"Round Tube Rollers, 5/8""",$225.00,$202.50,0,,Available,FALSE,Grizzly,CN,690550841385,Parcel,$22.50,10.00%
T33028,"Round Tube Rollers, 7/8""",$225.00,$202.50,0,,Available,FALSE,Grizzly,CN,690550525353,Parcel,$22.50,10.00%
T33030,"Round Tube Rollers, 1-1/8""",$225.00,$202.50,0,,Available,FALSE,Grizzly,CN,690550665783,Parcel,$22.50,10.00%
T33031,"Round Tube Rollers, 1-1/4""",$225.00,$202.50,0,,Available,FALSE,Grizzly,CN,690550706165,Parcel,$22.50,10.00%
T33037,"Round Pipe Rollers, 1/4""",$265.00,$238.50,0,,Available,FALSE,Grizzly,CN,690550147449,Parcel,$26.50,10.00%
T33039,"Round Pipe Rollers, 1/2""",$265.00,$238.50,0,,Available,FALSE,Grizzly,CN,690550926754,Parcel,$26.50,10.00%
T33041,"Round Pipe Rollers, 1""",$265.00,$238.50,0,,Available,FALSE,Grizzly,CN,690550354717,Parcel,$26.50,10.00%
T33042,"Round Pipe Rollers, 1-1/4""",$295.00,$265.50,0,,Available,FALSE,Grizzly,CN,690550418853,Parcel,$29.50,10.00%
T33050,"Flat Stock Rollers, 1-1/4""",$225.00,$202.50,0,,Available,FALSE,Grizzly,CN,690550954900,Parcel,$22.50,10.00%
T33159,"Carbon Particle Bag, Type 9000 For G0953",$180.00,$162.00,0,,Unavailable,FALSE,Grizzly,TW,690550939884,Parcel,$18.00,10.00%
T33198,"10"" 180T Cold Saw Blade",$200.00,$180.00,0,,Available,FALSE,Grizzly,CN,690550824845,Parcel,$20.00,10.00%
T33200,"10"" 180T ATB Cold Saw Blade",$200.00,$180.00,0,,Available,FALSE,Grizzly,CN,690550996061,Parcel,$20.00,10.00%
T33230,Replacement Primary Filter for T33151,$170.00,$153.00,0,,Available,FALSE,Grizzly,TW,690550984198,Parcel,$17.00,10.00%
T33283,Premium No. 5 Jack Plane,$180.00,$162.00,0,,Available,FALSE,Grizzly,IN,690550516009,Parcel,$18.00,10.00%
T33284,Premium No. 6 Fore Plane,$215.00,$193.50,0,,Available,FALSE,Grizzly,IN,690550537882,Parcel,$21.50,10.00%
T33285,Premium No. 7 Jointer Plane,$235.00,$211.50,0,,Available,FALSE,Grizzly,IN,690550879944,Parcel,$23.50,10.00%
T33286,Premium No. 62 Low-Angle Jack Plane,$225.00,$202.50,0,,Available,FALSE,Grizzly,IN,690550430329,Parcel,$22.50,10.00%
T33818,"5"" Industrial 360 Degree Swivel Base Drop-Forged Workbench Vise",$330.00,$297.00,0,,Available,FALSE,Grizzly,CN,690550386718,Parcel,$33.00,10.00%
T33836,Canister Filter for G0965,$350.00,$315.00,0,,Unavailable,FALSE,Grizzly,TW,690550313110,Parcel,$35.00,10.00%
T33837,HEPA Filter for G0965 / G0966,$395.00,$355.50,0,,Available,FALSE,Grizzly,TW,690550345500,Parcel,$39.50,10.00%
T33838,Canister Filter for G0966,$425.00,$382.50,0,,Available,FALSE,Grizzly,TW,690550367502,Parcel,$42.50,10.00%
T33955,Quilted Maple Electric Guitar Kit,$265.00,$238.50,0,,Available,FALSE,Grizzly,CN,690550357992,Parcel,$26.50,10.00%
T33956,Fiddleback Maple Electric Guitar Kit,$265.00,$238.50,0,,Available,FALSE,Grizzly,CN,690550420757,Parcel,$26.50,10.00%
T33988,Table Saw Crosscut Sled,$170.00,$153.00,0,,Available,FALSE,Grizzly,TW,690550250811,Parcel,$17.00,10.00%
T34003,Patternmaker's Carving Vise,$175.00,$157.50,0,,Available,FALSE,Grizzly,IN,690550269325,Parcel,$17.50,10.00%
T34039,"Zirconium Deburring Disc for G0974, 120 Grit",$175.00,$157.50,0,,Unavailable,FALSE,Grizzly,DE,690550577291,Parcel,$17.50,10.00%
T34044,"Zirconium Deburring Disc for G0974, 60 Grit",$175.00,$157.50,0,,Available,FALSE,Grizzly,DE,690550907326,Parcel,$17.50,10.00%
T34046,"S/C Deburring Disc for G0974, 80 Grit",$175.00,$157.50,0,,Available,FALSE,Grizzly,DE,690550010781,Parcel,$17.50,10.00%
T34157,Inner Polyester Filter Cartridge for G0975,$285.00,$256.50,0,,Available,FALSE,Grizzly,TW,690550202025,Parcel,$28.50,10.00%
T34158,Inner Polyester Filter Cartridge for G0976,$400.00,$360.00,0,,Unavailable,FALSE,Grizzly,TW,690550232459,Parcel,$40.00,10.00%
T34159,Inner Polyester Filter Cartridge for G0977,$420.00,$378.00,0,,Unavailable,FALSE,Grizzly,TW,690550374517,Parcel,$42.00,10.00%
T34175,"2"" Straight-Edge Side Planer Knives, 2-Pk.",$275.00,$247.50,0,,Available,FALSE,Grizzly,TW,690550009983,Parcel,$27.50,10.00%
T34176,"1-3/4"" Rounded Top Side Knives, 2-Pk. - Left",$275.00,$247.50,0,,Available,FALSE,Grizzly,TW,690550494369,Parcel,$27.50,10.00%
T34177,"3/4"" S4S Side Knives, 2-Pk.",$245.00,$220.50,0,,Available,FALSE,Grizzly,TW,690550517952,Parcel,$24.50,10.00%
T34178,"3/4"" T&G Flooring Knives Female, 2-Pk.",$275.00,$247.50,0,,Available,FALSE,Grizzly,TW,690550593895,Parcel,$27.50,10.00%
T34179,"3/4"" T&G Flooring Knives Male, 2-Pk.",$275.00,$247.50,0,,Available,FALSE,Grizzly,TW,690550623677,Parcel,$27.50,10.00%
T34180,"1-1/2"" T&G Knives Female, 2-Pk.",$245.00,$220.50,0,,Available,FALSE,Grizzly,TW,690550756610,Parcel,$24.50,10.00%
T34181,"1-1/2"" T&G Knives Male, 2-Pk.",$245.00,$220.50,0,,Available,FALSE,Grizzly,TW,690550815072,Parcel,$24.50,10.00%
T34182,"3/4"" Shiplap Side Knives, 2-Pk. - Left",$245.00,$220.50,0,,Available,FALSE,Grizzly,TW,690550189913,Parcel,$24.50,10.00%
T34183,"3/4"" V-Shiplap Side Knives, 2-Pk.",$275.00,$247.50,0,,Available,FALSE,Grizzly,TW,690550661372,Parcel,$27.50,10.00%
T34184,"3/4"" Paneling V-Grove Knives Male, 2-Pk.",$275.00,$247.50,0,,Available,FALSE,Grizzly,TW,690550885860,Parcel,$27.50,10.00%
T34185,"3/4"" Paneling V-Grove Knives Female, 2-Pk.",$275.00,$247.50,0,,Available,FALSE,Grizzly,TW,690550311727,Parcel,$27.50,10.00%
T34186,"1-1/2"" Bottom Relief Knives, 2-Pk.",$245.00,$220.50,0,,Available,FALSE,Grizzly,TW,690550554254,Parcel,$24.50,10.00%
T34187,"1-1/2"" Baseboard Ogee Profile Knives, 2-Pk.",$275.00,$247.50,0,,Available,FALSE,Grizzly,TW,690550865978,Parcel,$27.50,10.00%
T34188,"1-1/2"" Baseboard Bottom Knives, 2-Pk.",$275.00,$247.50,0,,Available,FALSE,Grizzly,TW,690550949296,Parcel,$27.50,10.00%
